category,text,Label,Result
181,"NLP is a multidisciplinary field that draws from linguis-tics and computer science, particularly artificial intelligence ,.  In terms of linguistics, a program must be able to deal with words that have multiple mean-ings (“wind up the clock” and “the wind is cold today”) as well as grammatical ambiguities (in the phrase “little girl’s school” is it the school that is little, the girls, or both?).  Of course each language has its own forms of ambiguity. Programs can use several strategies for dealing with these problems, including using statistical models to predict the likely meaning of a given phrase based on a “corpus” of existing text in that language ,. As formidable as the task of extracting the correct (lit-eral) meaning from text can be, it is really only the first level of natural language processing.  If a program is to success-fully summarize or draw conclusions about a news report from North Korea, for example, it would also have to have a knowledge base of facts about that country and/or a set of “frames” , about how to interpret vari-ous situations such as threat, bluff, or compromise. )",0,Human
182,"Users of modern operating systems such as microsoft Win-dows are familiar with multitasking, or running several programs at the same time.  For example, a user might be writing a document in a word processor, pause to check the e-mail program for incoming messages, type a page address int o a Web browser, then return to writing.  meanwhile, the operating system may be running a number of other pro-grams tucked unobtrusively into the background, such as a virus checker, task scheduler, or system resource monitor. Each running program “takes turns” using the PC’s cen-tral processor.  In early versions of Windows, multitasking was cooperative, with each program expected to periodically yield the processor to Windows so it could be assigned to the next program in the queue.  One weakness of this approach is that if a program crashes, the CPU might be “locked up” and the system would have to be rebooted.  However, Win-dows NT, 2000, and xP (as well as operating systems such as UNIx) use preemptive multitasking.  The operating sys-tem assigns a “slice” of processing (CPU) time to a program and then switches it to the next program regardless of what might be happening to the previous program.  Thus, if a pro-gram  “crashes,”  the  CPU  will  still  be  switched  to  the  next program,  and  the  user  can  maintain  control  of  the  system and shut down the offending program. ",0,Human
183,"Microsoft . NET is a programming platform , that is intended to pro-vide a clear and consistent way for applications written in a variety of languages such as C++, C#, and Visual Basic to access Windows functions and to interact with other programs and services on the same machine or over the Internet. . NET consists of the following main parts:, Base Class Library of data types and common func-tions (such as file manipulation and graphics) that is available to all . NET languages, Common Language Runtime, which provides the code that applications need to run within the operat-ing system, manage memory, and so forth (“Common language” means it can be used for any . NET pro-gramming language. ), ASP . NET, a class framework for building dynamic Web applications and services (the latest version of ASP—see activeseRveRpages), ADO . NET, a class framework that allows programs to access databases and data services",0,Human
184,"Whatever memory chips or other devices are installed in a computer,  the  operating  system  and  application  programs must  have  a  way  to  allocate,  use,  and  eventually  release portions of memory.  The goal of memory management is to use available memory most efficiently.  This can be difficult in  modern  operating  environments  where  dozens  of  pro-grams may be competing for memory resources. Early  computers  were  generally  able  to  run  only  one program at a time.  These machines didn’t have a true oper-ating  system,  just  a  small  loader  program  that  loaded  the application  program,  which  essentially  took  over  control of the machine and accessed and manipulated the memory.  Later systems offered the ability to break main memory into several  fixed  partitions.   While  this  allowed  more  than  one program to run at the same time, it wasn’t very flexible. ",0,Human
185,"If  computers  were  merely  fast  sequential  calculators,  they would still be of some use.  However, much of the power of the  computer  comes  from  its  ability  to  carry  out  repetitive tasks  without  supervision.   The loop  is  the  programming language  structure  that  controls  such  activities.   Virtually every language has some form of loop construct, with vari-ations  in  syntax  ranging  from  the  relatively  English-like COBOL  and  Pascal  to  the  more  cryptic  C. ",0,Human
186,"Starting in the 1980s, many organizations sought to connect their  employees’  desktop  computers  so  they  could  share central  databases,  share  or  back  up  files,  communicate  via e-mail,  and  collaborate  on  projects.   A  system  that  links computers  within  a  single  office  or  home,  or  a  larger  area such as a building or campus, is called a local area network (LAN).   (Larger  networks  linking  branches  of  an  organiza-tion  throughout  the  country  or  world  are  called  wide  area networks, or WANs.  See netWoRk. )",0,Human
187,"Naturally  there  must  be  software  to  manage  the  transmis-sion and reception of data packets.  The structure of a packet (sometimes  called  a frame)  has  been  standardized  with  a preamble, source and destination addresses, the data itself, a  checksum,  and  two  special  layers  that  interface  with  the differing ways that Ethernet and token ring networks physi-cally handle the packets. ",0,Human
188,"A list is a series of data items that can be accessed sequen-tially  by  following  links  from  one  item  to  the  next.   Lists can be very useful for ordering or sorting data items and for storing them on a stack or queue. There  are  two  general  approaches  to  constructing  lists.  In a data list used with procedural programming languages such  as  C,  each  list  item  consists  of  a  structure  consisting of a data member and a pointer.  The pointer, called “next,” contains the address of the next item.  A program can easily “step through” a list by starting with the first item, process-ing  its  data,  then  using  the  pointer  to  move  to  the  next item,  continuing  until  some  condition  is  met  or  the  end  of the list is reached. ",0,Human
189,"Lists are generally used to provide convenient access to rel-atively  small  amounts  of  data  where  flexibility  is  required.  Unlike an array, a list need use only as much memory as it needs to accommodate the current number of items (includ-ing their associated pointers).  A LISP-style node list can be even  more  flexible  in  that  items  with  varying  sizes  and types of data can be included in the same list.  Lists are thus a  more  flexible  way  to  implement  such  things  as  look-up tables. ",0,Human
190,"Linux  is  an  increasingly  popular  alternative  to  proprietary operating systems.  Its development sprang from two sources.  First was the creation of open-source versions of UNIx utili-ties  ,  by  maverick  programmer  Richard  Stallman as  part  of  the gNU  (“gnu’s  not  UNIx”)  project  during  the 1980s.  Although these tools were useful, the kernel, or basic set of operating system functions, was still missing ,.   Starting  in  1991,  another  creative  programmer,  Linus Torvalds, began to release open-source versions of the UNIx kernel  ,.   The  combination  of  the  ker-nel  and  utilities  became  known  as  Linux  (a  combination of Linus  and  UNIx),  though  Stallman  and  his  supporters believe that gNU/Linux is a more accurate name. ",0,Human
191,"The  idea  behind  an  operating  system  kernel  is  that  there is  a  relatively  small  core  set  of  “primitive”  functions  that are necessary for the operation of system services ,.   These  functions  can  be  provided  in  a single component that can be adapted and updated as desir-able.  The fundamental services include:,    Process control—scheduling  how  the  processes  (pro-grams or threads of execution within programs) share the CPU, switching execution between processes, cre-ating  new  processes,  and  terminating  existing  ones ,. ,      Interprocess   communication—sending   “messages” between  processes  enabling  them  to  share  data  or coordinate their data processing. ,      memory   management—allocating   and   freeing   up memory  as  requested  by  processes  as  well  as  imple-menting  virtual  memory,  where  physical  storage  is treated as an extension of main (RAm) memory.  (See memoRymanagement. ),    File  system  services—creating,  opening,  reading  from, writing to, closing, and deleting files",0,Human
192,"JavaScript  is  one  of  several  popular  languages  that  can enable  Web  pages  to  interact  with  users  more  quickly  and efficiently ,.  The  language  first  appeared  in  the  mid-1990s’  Netscape  2 browser under the name LiveScript.  Technically, JavaScript is  the  Sun microsystems  trademark  for  its  implementation of  a  standard  called  ECmAScript.   Despite  the  name,  Java-Script  is  not  directly  related  to  the  Java  programming  lan-guage. In  its  early  years  JavaScript  was  perhaps  a  victim  of  its own  success.   Having  a  relatively  easy-to-use  scripting  lan-guage  provided  an  easier  way  to  add  features  such  as  3D buttons  and  pop-up  windows  to  formerly  humdrum  Web forms.   However,  as  with  an  earlier  generation’s  fondness for multiple fonts, early JavaScript programmers were often prone  to  add  unnecessary  and  confusing  clutter  to  Web pages.   Besides  sometimes  annoying  users,  early  JavaScript also  suffered  from  significant  differences  in  how  it  was implemented  by  the  major  browsers.   As  a  result,  Netscape users  were  sometimes  stymied  by  JavaScript  written  for micr  osoft Internet Explorer, and vice versa.  Finally, browser flaws have sometimes allowed JavaScript to be used to com-promise  security  such  as  by  installing  malware-infested “browser helpers. ” As a result, many security experts began to  recommend  that  users  disable  JavaScript  execution  in their browsers. ",0,Human
193,"Java  has  largely  fulfilled  this  promise  for  Web  developers.  C++  programmers  have  an  easy  learning  curve  to  Java, since  the  two  languages  have  very  similar  syntax  and  a similar use of classes and other object-oriented features.  On the  other  hand,  programmers  who  don’t  know  C++  benefit from  Java  being  more  streamlined  than  C++.   For  example, Java avoids the necessity to use pointers ,  and  uses  classes  as  the  consistent  building block of program structure.  Software powerhouses such as microsoft (until recently) and IBm have joined Sun in pro-moting Java. Another  much-touted  feature  of  Java  is  its  platform independence.  The language itself is separate from the vari-ous  operating  system  platforms.   For  each  platform,  a  Java Vir tual machine ( JVm) is created, which interprets or com-piles the code generated by the Java compiler so it can run on that platform. For  security,  Java  applets  run  within  a  “sandbox”  or restricted  environment  so  the  user  is  protected  from  mali-cious   Java   programs.    (For   example,   programs   are   not allowed  to  access  the  user’s  disk  or  to  connect  the  user’s machine to another Web site. ) Web browsers can also be set to disable the running of Java applets. ",0,Human
194,"Java  is  a  computer  language  similar  in  structure  to  C++.  Although Java is a general-purpose programming language, it is most often used for creating applications to run on the Internet,  such  as  Web  servers.   A  special  type  of  Java  pro-gram called an applet can be linked into Web pages and run on the user’s Web browser ,. As  an  object-oriented  language,  Java  uses  classes  that provide commonly needed functions including the creation of user interface objects such as windows and buttons ,.   A  variety  of sets  of  classes  (“class  frameworks”)  are  available,  such  as the AWT (Abstract Windowing Toolkit). ",0,Human
195,"An interpreter is a program that analyzes (parses) program-ming commands or statements in a high-level language ,,  creates  equivalent  executable instructions in machine code , and executes them.  An interpreter differs from a compiler in that the lat-ter converts the entire program to an executable file rather than processing and executing it a statement at a time . many  earlier  versions  of  the  BASIC  programming  lan-guage  were  implemented  as  interpreters.   Since  an  inter-preter only has to hold one program statement at a time in memory, it could run on early microcomputers that had only a  few  tens  of  thousands  of  bytes  of  system  memory.   How-ever,  interpreters  run  programs  considerably  more  slowly than a compiled program would run.  One reason is that an interpreter “throws away” each source code statement after it  interprets  it.   This  means  that  if  a  statement  runs  repeat-edly ,, it must be re-interpreted each time it runs.  A  compiler,  on  the  other  hand,  would  create  only  one  set of  machine  code  instructions  for  the  loop  and  then  move on.   Also,  because  a  compiler  keeps  the  entire  program  in memory,  it  can  analyze  the  relationship  between  multiple statements  and  recognize  ways  to  rearrange  or  substitute them for greater efficiency. ",0,Human
196,"An  Internet  service  provider  is  any  organization  that  pro-vides  access  to  the  Internet.   While  nonprofit  organiza-tions  such  as  universities  and  government  agencies  can  be Internet service provider       considered  to  be  ISPs,  the  term  is  generally  applied  to  a commercial, fee-based service. Typically, a user is given an account that is accessed by logging in through the operating system’s Internet connec-tion facility by supplying a user ID and password.  Once con-nected, the user can run Web browsers, e-mail clients, and other programs that are designed to work with an Internet connection.  most  ISPs  now  charge  flat  monthly  fees  rang-ing  from  $20  or  so  for  dial-up  access  to  around  $40–$60 for  high-speed  cable  or  DSL  connections  ,.  Some  services  such  as  America  Online  and  CompuServe include  ISP  service  as  part  of  a  package  that  also  includes such  features  as  software  libraries,  discussion  forums,  and instant messaging.  Online services tend to be more expen-sive than “no frills” ISP services",0,Human
197,"Internet  radio  is  the  provision  of  radio  broadcast  content over  the  Internet  ,.   Basically,  the  digitized sound  files  of  the  broadcasts  can  be  accessed  and  played using  widely  available  software  such  as  Windows media Player or RealPlayer.  Internet radio began in the mid-1990s, and  today  an  increasing  number  of  broadcast  stations  are offering their programming in this form, allowing them to reach  audiences  far  beyond  the  reach  of  their  signal.   Some stations  stream  live  (during  the  actual  broadcast),  while others  make  programs  available  for  download.   (For  auto-matic  downloading  of  broadcasts,  see podcasting).   There are also “radio stations” that provide their content only via the  Internet.   Internet  radio  should  not  be  confused  with satellite or cable radio, which carry conventional radio sig-nals in real time. ",0,Human
198,"The  growth  of  the  Internet  and  its  centrality  in  business, education,  and  other  fields  has  led  many  programmers to  specialize  in  Internet-related  applications.   These  can include the following:,    low-level infrastructure  (networking  [wired  and  wire-less], routing, encryption support, and so on),    Web servers and related software,      e-commerce infrastructure ,,      interfacing with databases,      data analysis and extraction ,,      support for searching ,,      autonomous  software  to  navigate  the  net  ,,      Internet-based  communications  ,,      systems  to  deliver  text  and  media  ,,      support  for  collaborative  use  of  the  Internet  ,,      security software (firewalls, intrusion analysis, etc. )",0,Human
199,"   Netnews  (also  called  Usenet,  for  UNIx  User  Net-work)  is  in  effect  the  world’s  largest  computer  bul-letin  board.   It  began  in  1979,  when  Duke  University and the University of North Carolina set up a simple mechanism for “posting” text files that could be read by  other  users.   Today  there  are  tens  of  thousands  of topical “newsgroups” and millions of messages (called articles).   Although  still  impressive  in  its  quantity  of content,  many  Web  users  now  rely  more  on  discus-sion  forums  based  on  Web  pages  ,. ",0,Human
200,"    Ftp  (File  Transport  Protocol)  enables  the  transfer  of one  or  more  files  between  any  two  machines  con-nected  to  the  Internet.   This  method  of  file  transfer has  been  largely  supplanted  by  the  use  of  download links  on  Web  pages,  except  for  high-volume  applica-tions  (where  an  ftp  server  is  often  operated  “behind the  scenes”  of  a  Web  link).   FTP  is  also  used  by  Web developers  to  upload  file",0,Human
201,"   Telnet  is  another  fundamental  service  that  brought the  Internet  much  of  its  early  utility.   Telnet  allows  a user at one computer to log into another machine and run a program there.  This provided an early means for users  at  PCs  or  workstations  to,  for  example,  access the  Library  of  Congress  catalog  online.   However,  if program  and  file  permissions  are  not  set  properly  on the  “host”  system,  telnet  can  cause  security  vulner-abilities.   The  telnet  user  is  also  vulnerable  to  having IDs and passwords stolen, since these are transmitted as  clear  (unencrypted)  text.   As  a  result,  some  online sites  that  once  supported  telnet  access  now  limit access to Web-based forms.  (Another alternative is to use a program called “secure shell” or ssh, or to use a telnet client that supports encryption. )",0,Human
202,"  WAIS  (Wide  Area  Information  Service)  is  a  gateway that  allows  databases  to  be  searched  over  the  Inter-net.   WAIS  provided  a  relatively  easy  way  to  bring large  data  resources  online.   It,  too,  has  largely  been replaced by Web-based database services. ",0,Human
203,"The Internet is the worldwide network of all computers (or networks of computers) that communicate using a particu-lar protocol for routing data from one computer to another ,.   As  long  as  the  programs  they  run  follow  the rules  of  the  protocol,  the  computers  can  be  connected  by a variety of physical means including ordinary and special phone  lines,  cable,  fiber  optics,  and  even  wireless  or  satel-lite transmission. ",0,Human
204,"Internationalization  and  localization  are  ways  to  adapt computer  software  (often  created  in  the  United  States  or Europe) to other languages and cultures.  The abbreviations I18n and L10n are sometimes used for internationalization and  localization,  respectively  (the  numbers  in  each  word refer  to  the  number  of  letters  in  the  alphabet  between  the letters).  The two processes are complementary. ",0,Human
205,"By  the  mid-2000  decade,  the  biggest  intellectual  property battles  were  not  about  esoteric  program  codes  but  rather revolved around how to satisfy the ordinary home consum-er’s  appetite  for  music  and  video  while  preserving  produc-ers’  revenues.   Increasingly,  music  and  even  video  is  being downloaded rather than being bought in commercial pack-aging at the local store. In  the Sony  v.   Universal  case  (1984)  the  Supreme  Court ruled  that  manufacturers  of  devices  such  as  VCRs  were not  liable  for  their  misuse  if  there  were  “substantial  non-infringing uses”—such as someone making a copy of legally possessed  media  for  their  own  use.   However,  in  2005  the Supreme  Court  ruled  that grokster,  a  decentralized  file-sharing service, could be held liable for the distribution of illegally copied media if it “actively induced” such copying. By   2006   media   industry   lobbyists   (particularly   the Recording  Industry  Institute  of  America,  or  RIAA)  were promoting  a  number  of  bills  in  Congress  that  would  fur-ther  restrict  consumers’  rights  to  use  media.   Such  mea-sures might include requiring that devices be able to detect “flagged”  media  and  refuse  to  copy  it  ,,  as  well  as  adding  stricter  provisions  to  the Digital millennium  Copyright  Act  (DmCA).   These  mea-sures  are  opposed  by  cyber-libertarian  groups  such  as  the Electronic Frontier Foundation and consumer groups such as the Home Recording Rights Coalition. ",0,Human
206,"Intellectual  property  can  be  defined  as  the  rights  the  cre-ator  of  an  original  work  (such  as  an  invention  or  a  book) has  to  control  its  reproduction  or  use.   Developers  of  new computer  hardware,  software,  and  media  content  must  be able to realize a return on their time and effort.  This return is threatened by the ease with which programs and data on disks can be illicitly copied and redistributed.  Several legal mechanisms can be used to deter such behavior. ",0,Human
207,"Information theory is the study of the fundamental charac-teristics of information and its transmission and reception.  As  a  discipline,  information  theory  took  its  impetus  from the ideas of Claude Shannon ,. In  his  seminal  paper  “A mathematical  Theory  of  Com-munication”  published  in  the Bell  System  Technical  Journalin 1948, Shannon analyzed the redundancy inherent in any form  of  communication  other  than  a  series  of  purely  ran-dom  numbers.   Because  of  this  redundancy,  the  amount  of information  (expressed  in  binary  bits)  needed  to  convey  a message  will  be  less  than  the  number  in  the  original  mes-sage.   It  is  because  of  redundancy  that  data  compression algorithms can be applied to text, graphics, and other types of  files  to  be  stored  on  disk  or  transmitted  over  a  network ",0,Human
208,"While  much  attention  is  paid  by  system  designers  to  the representation, storage and manipulation of information in the computer, the ultimate value of information processing software is determined by how well it provides for the effec-tive retrieval of that information.  The quality of retrieval is dependent  on  several  factors:  hardware,  data  organization, search algorithms, and user interface. ",0,Human
209,"Image  processing  is  a  general  term  for  the  manipulation of  a  digitized  image  to  produce  an  enhanced  or  more  con-venient  version.   Some  of  the  earliest  applications  were  in the military (aerial and, later, satellite reconnaissance) and in  the  space  program.   The  military  and  space  programs had a great need for extracting as much useful information as  possible  from  images  that  were  often  gathered  under extreme or marginal conditions.  They also needed to make cameras  and  other  hardware  components  simultaneously more  compact  and  more  efficient,  and  generally  had  the funds to pay for such specialized developments. Once  developed,  higher-quality  image  processing  sys-tems found their way into other applications such as domes-tic  surveillance  and  medical  imaging.   The  development  of cameras that could directly turn light into digitized images , made image processing seam-less by avoiding the necessity of scanning images from tra-ditional film. Image  processing  applications  can  be  divided  into three general categories: enhancement, interpretation, and maintenance. ",0,Human
210,"Starting  in  the  late  1950s,  in  computer  facilities  at mIT, Stanford,  and  other  research  universities  people  began  to encounter  persons  who  had  both  unusual  programming skill  and  an  obsession  with  the  inner  workings  of  the machine.   While  ordinary  users  viewed  the  computer  sim-ply  as  a  tool  for  solving  particular  problems,  this  peculiar breed of programmers reveled in extending the capabilities of  the  system  and  creating  tools  such  as  program  editors that  would  make  it  easier  to  create  even  more  powerful programs.  The movement from mainframes that could run only one program at a time to machines that could simulta-neously  serve  many  users  created  a  kind  of  environmental niche  in  which  these  self-described hackers  could  flourish.  Indeed,  while  administrators  sometimes  complained  that hackers  took  up  too  much  of  the  available  computer  time, they  often  depended  on  them  to  fix  the  bugs  that  infested the  first  versions  of  time-sharing  operating  systems.   Hack-ers also tended to work in the wee hours of the night while normal users slept. ",0,Human
211,"The base 16 or hexadecimal system is a natural way to rep-resent the binary data stored in a computer.  It is more com-pact than binary because four binary digits can be replaced by a single “hex” digit. The  following  table  gives  the  corresponding  decimal, binary, and hex values from 0 to 15:Note that decimal and hex digits are the same from 0 to 9,  but  hex  uses  the  letters  A–F  to  represent  the  digits  cor-responding to decimal 10–15.  The system extends to higher numbers  using  increasing  powers  of  16,  just  as  decimal uses  powers  of  10:  For  example,  hex  FF  represents  binary 111  11111 or decimal 255.  many of the apparently arbitrary numbers encountered in programming can be better under-stood  if  one  realizes  that  they  correspond  to  convenient groupings of bits: FF is eight bits, sufficient to hold a single character ,.  In low-level pro-gramming memory addresses are also usually given in hex ",0,Human
212,"In  operating  systems  and  certain  programming  languages (such as LISP), a heap is a pool of memory resources avail-able  for  allocation  by  programs.   The  memory  segments (sometimes called cells) can be the same size or of variable size.   If  the  same  size,  they  are  linked  together  by  pointers ,.    memory is then allocated for a vari-able by traversing the list and setting the required number of  cells  to  be  “owned”  by  that  variable.   (While  some  lan-guages such as Pascal and C use explicit memory allocation or deallocation functions, other languages such as LISP use a separate runtime module that is not the responsibility of the programmer. )",0,Human
213,"In  the  early  days  of  computing,  the  programmers  of  a  sys-tem  tended  to  also  be  its  users  and  were  thus  intimately familiar  with  the  program’s  operation  and  command  set.  To search a hashed database, the hashing formula is first applied to the search key, yielding a hash value.  That value can then be used in a binary search to quickly zero in on the matching record, if any.         health, personalIf not a programmer, the user of a mainframe program was probably  at  least  a  well-trained  operator  who  could  work with  the  aid  of  a  brief  summary  or  notes  provided  by  the programmer.   However,  with  the  beginnings  of  office  auto-mation  in  the  1970s  and  the  growing  use  of  desktop  com-puters in office, home, and school in the 1980s, increasingly complex  programs  were  being  put  in  the  hands  of  users who  often  had  only  minimal  computer  training  ,. While  programs  often  came  with  one  or  more  tutorial or  reference  manuals,  designers  realized  that  offering  help through  the  program  itself  would  have  some  clear  advan-tages.  First, the user would not have to switch attention from the computer screen to look things up in a manual.  Second, the  help  system  could  be  programmed  to  not  only  provide information,  but  also  to  help  the  user  find  the  informa-tion needed in a given situation.  For example, related topics could be linked together and a searchable index provided",0,Human
214,"A hash  is  a  numeric  value  generated  by  applying  a  math-ematical  formula  to  the  numeric  values  of  the  characters in a string of text ,.  The for-mula is chosen so that the values it produces are always the same  length  (regardless  of  the  length  of  the  original  text) and  are  very  likely  to  be  unique.   (Two  different  strings should  not  produce  the  same  hash  value.   Such  an  event  is called a collision. )",0,Human
215,"The  two  major  application  areas  for  hashing  are  informa-tion  retrieval  and  cryptographic  certification.   In  databases, an index table can be built that contains the hash values for the key fields and the corresponding record number for each field,  with  the  entries  in  hash  value  order.   To  search  the database, an input key is hashed and the value is compared with  the  index  table  (which  can  be  done  using  a  very  fast binary search).  If the hash value is found, the corresponding record number is used to look up the record.  This tends to be much faster than searching an index file directly. ",0,Human
216,"Even  after  decades  of  evolution  in  computing,  the  hard disk  drive  remains  the  primary  means  of  fast  data  storage and  retrieval  in  computer  systems  of  all  sizes.   The  disk itself consists of a rigid aluminum alloy platter coated with a  magnetic  oxide  material.   The  platter  can  be  rotated  at speeds of more than 10,000 rpm.  A typical drive consists of a stack of such platters mounted on a rotating spindle, with a read/write head mounted above each platter. Early  hard  drive  heads  were  controlled  by  a  stepper motor, which positioned the head in response to a series of electrical pulses.  (This system is still used for floppy drives. ) Today’s hard drives, however, are controlled by a voice-coil actuator,  similar  in  structure  to  an  audio  speaker.   The  coil surrounds a magnet.  When a current enters the coil, it gen-erates a magnetic field that interacts with that of the perma-nent magnet, moving the coil and thus the disk head.  Unlike the stepper motor, the voice coil is continuously variable and its  greater  precision  allows  data  tracks  to  be  packed  more tightly on the platter surface, increasing disk capacity. The  storage  capacity  of  a  drive  is  determined  by  the number  of  platters  and  the  spacing  (and  thus  number)  of tracks  that  can  be  laid  down  on  each  platter.   Capacities have  steadily  increased  while  prices  have  plummeted:  In 1980,  for  example,  a  hard  drive  for  an  Apple  II  microcom-put  er cost more than $1,000 and held only 5 mB of data.  As of  2007  internal  hard  drives  with  a  capacity  of  500 gB  or more cost around a $150. 00. ",0,Human
217,"most interfaces between users and computer systems involve the  equivalent  of  switches—keyboard  keys  or  mouse  but-tons.   These  interfaces  cannot  respond  to  degrees  of  pres-sure (for an exception, see gRaphicstablet).  Further, there is  no  feedback  returned  to  the  user  through  the  interface device—the key or mouse does not “push back. ”Haptic (from the greek word for “touch”) interfaces are different in that they do register the pressure and motion of touch, and they often provide touch feedback as well. ",0,Human
218,"Some emerging or near-future uses of haptic technology include:One approach to handwriting recognition involves the extraction of a stroke pattern and its comparison to a database of templates rep-resenting various letters and symbols.  Ultimately the corresponding ASCII character is determined and stored. haptic interfaces ,      remote  surgery,  where  the  surgeon  can  feel  the  resis-tance of tissues and the location of anatomical features,      use of haptic technology to provide robots with more humanlike gripping capabilities,      3D sculpture in a virtual 3D world modeling the char-acteristics of different materials and tools",0,Human
219,"Starting  in  the  late  1950s,  in  computer  facilities  at mIT, Stanford,  and  other  research  universities  people  began  to encounter  persons  who  had  both  unusual  programming skill  and  an  obsession  with  the  inner  workings  of  the machine.   While  ordinary  users  viewed  the  computer  sim-ply  as  a  tool  for  solving  particular  problems,  this  peculiar breed of programmers reveled in extending the capabilities of  the  system  and  creating  tools  such  as  program  editors that  would  make  it  easier  to  create  even  more  powerful programs.  The movement from mainframes that could run only one program at a time to machines that could simulta-neously  serve  many  users  created  a  kind  of  environmental niche  in  which  these  self-described hackers  could  flourish.  Indeed,  while  administrators  sometimes  complained  that hackers  took  up  too  much  of  the  available  computer  time, they  often  depended  on  them  to  fix  the  bugs  that  infested the  first  versions  of  time-sharing  operating  systems.   Hack-ers also tended to work in the wee hours of the night while normal users slept. ",0,Human
220,"A  handwriting  recognition  system  begins  by  building a representation of the user’s writing.  With a pen or stylus system, this representation is not simply a graphical image but  includes  the  recorded  “strokes”  or  discrete  movements that  make  up  the  letters.   The  software  must  then  create  a representation  of  features  of  the  handwriting  that  can  be used  to  match  it  to  the  appropriate  character  templates.  Handwriting  recognition  is  actually  an  application  of  the larger problem of identifying the significance of features in a pattern. ",0,Human
221,"A  number  of  handheld  computers  beginning  with  Apple’s Newton in the mid-1990s and the now popular Palm devices and  BlackBerry  have  some  ability  to  recognize  handwrit-ing.   However,  current  systems  can  be  frustrating  to  use 0        handwriting recognitionbecause accuracy often requires that users write very care-fully  and  consistently  or  (as  in  the  case  of  the  Palm)  even replace their usual letter strokes with simplified alternatives that the computer can more easily recognize.  If the user is allowed  to  use  normal  strokes,  the  system  must  be  gradu-ally  “trained”  by  the  user  giving  writing  samples  and  con-firming the system’s guess about the letters.  As the software becomes  more  adaptable  and  processing  power  increases (allowing  more  sophisticated  algorithms  or  larger  neural networks  to  be  practical)  users  will  be  able  to  write  more naturally and systems will gain more consumer acceptance.  (One step in this direction is the Tablet PC, a notepad-sized computer with a digitizer tablet and a stylus and handwrit-ing recognitions  software,  included  in  Windows xP  and expanded  in  Windows  Vista.   Programs  such  as microsoft OneNote  use  handwriting  recognition  to  allow  users  to incorporate  handwritten  text  into  notes  that  can  be  orga-nized and quickly retrieved. )Currently,  handwriting  recognition  is  used  mainly  in niche  applications,  such  as  collecting  signatures  for  deliv-ery services or filling out “electronic forms” in applications where  the  user  must  be  mobile  and  relatively  hands-free",0,Human
222,"game  consoles  are  computer  devices  dedicated  to  (or  pri-marily  used  for)  playing  video  games.   The  earliest  such devices  appeared  in  the  1970s  from magnavox  and  then Atari, and could only play simple games like Pong (a crude simulation  of  ping-pong).   Slightly  later  systems  began  to feature cartridges that allowed them to play a greater vari-ety of games. ",0,Human
223,"The  normal  method  for  getting  a  computer  to  perform  a task  is  to  specify  the  task  clearly,  choose  the  appropriate approach  ,,  and  then  implement  and  test the  code.   However,  this  approach  requires  that  the  pro-grammer  first  know  the  appropriate  approach,  and  even when there are many potentially suitable algorithms, it isn’t always clear which will prove optimal. ",0,Human
224,"Variations of genetic algorithms or “evolutionary program-ming” have been used for many applications.  In engineering development, a virtual environment can be set up in which a  simulated  device  such  as  a  robot  arm  can  be  allowed  to evolve  until  it  is  able  to  perform  to  acceptable  specifica-tions.  (NASA has also used genetic programs competing on 80 computers to design a space antenna. ) Different versions of an expert system program can be allowed to compete at performing  tasks  such  as  predicting  the  behavior  of  finan-cial markets.  Finally, a genetic program is a natural way to simulate  actual  biological  evolution  and  behavior  in  fields such as epidemiology",0,Human
225,"A  genetic  program  consists  of  a  number  of  copies  of  a routine  that  contain  encoded  “genes”  that  represent  ele-ments  of  algorithms.   The  routines  are  given  a  task  (such as  sorting  data  or  recognizing  patterns)  and  the  most  suc-cessful  routines  are  allowed  to  “reproduce”  by  exchanging genetic  material.   (Often,  further  “mutation”  or  variation  is introduced  at  this  stage,  to  increase  the  range  of  available solutions. )  The  new  “generation”  is  then  allowed  to  tackle the  problem,  and  the  process  is  repeated.   As  a  result,  the routines  become  increasingly  efficient  at  solving  the  given problem, just as organisms in nature become more perfectly adapted to a given environment. ",0,Human
226,"Bill  gates  built microsoft,  the  dominant  company  in  the computer software field and in doing so, became the world’s wealthiest  individual,  with  a  net  worth  measured  in  the tens  of  billions.   Born  on  October  28,  1955,  to  a  successful professional  couple  in  Seattle, gates’s  teenage  years  coin-cided  with  the  first  microprocessors  becoming  available  to electronics hobbyists. gates showed both technical and business talent as early as age 15, when he developed a computerized traffic-control system.   He  sold  his  invention  for  $20,000,  then  dropped out  of  high  school  to  work  as  a  programmer  for  TRW  for the very  respectable  salary  of  $30,000.   By  age  20, gates had  returned  to  his  schooling  and  become  a  freshman  at Harvard, but then he saw a cover article in Popular Electron-ics.   The  story  introduced  the  Altair,  the  first  commercially available microcomputer kit. ",0,Human
227,"geographic  data  can  be  stored  as  either  a  raster  or  a vector representation.  A raster system divides the area into a grid and assigns values to each cell in the grid.  For exam-ple, each cell might be coded according to its highest point of elevation, the amount of vegetation (ground cover) it has, its  population  density,  or  any  other  factor  of  interest.   The simple  grid  system  makes  raster  data  easy  to  manipulate, but the data tends to be “coarse” since there is no informa-tion about variations within a cell. ",0,Human
